ts_id,date,value,info,pass
CAD=,1999-01-04,1.53,Top,1
CAD=,1999-01-05,1.51,Bottom,1
CAD=,1999-01-18,1.53,Top,1
CAD=,1999-02-08,1.48,Bottom,1
CAD=,1999-03-15,1.53,Top,1
CAD=,1999-03-22,1.5,Bottom,1
CAD=,1999-03-29,1.51,Top,1
CAD=,1999-05-03,1.45,Bottom,1
CAD=,1999-05-10,1.46,Top,1
CAD=,1999-05-11,1.45,Bottom,1
CAD=,1999-05-18,1.47,Top,1
CAD=,1999-05-24,1.45,Bottom,1
CAD=,1999-06-01,1.48,Top,1
CAD=,1999-06-14,1.46,Bottom,1
CAD=,1999-06-29,1.48,Top,1
CAD=,1999-07-02,1.46,Bottom,1
CAD=,1999-07-26,1.51,Top,1
CAD=,1999-08-13,1.48,Bottom,1
CAD=,1999-08-23,1.5,Top,1
CAD=,1999-08-24,1.49,Bottom,1
CAD=,1999-09-02,1.5,Top,1
CAD=,1999-09-13,1.47,Bottom,1
CAD=,1999-09-20,1.48,Top,1
CAD=,1999-09-28,1.46,Bottom,1
CAD=,1999-10-01,1.48,Top,1
CAD=,1999-10-04,1.47,Bottom,1
CAD=,1999-10-18,1.6,Top,1
CAD=,1999-11-12,1.46,Bottom,1
CAD=,1999-12-13,1.48,Top,1
CAD=,1999-12-28,1.45,Bottom,1
CAD=,2000-01-10,1.46,Top,1
CAD=,2000-01-27,1.43,Bottom,1
CAD=,2000-02-14,1.46,Top,1
CAD=,2000-02-16,1.45,Bottom,1
CAD=,2000-03-20,1.47,Top,1
CAD=,2000-03-28,1.45,Bottom,1
CAD=,2000-04-17,1.49,Top,1
CAD=,2000-04-25,1.47,Bottom,1
CAD=,2000-05-04,1.5,Top,1
CAD=,2000-05-08,1.49,Bottom,1
CAD=,2000-05-23,1.51,Top,1
CAD=,2000-06-12,1.47,Bottom,1
CAD=,2000-07-05,1.49,Top,1
CAD=,2000-07-24,1.46,Bottom,1
CAD=,2000-08-07,1.49,Top,1
CAD=,2000-08-17,1.47,Bottom,1
CAD=,2000-08-23,1.49,Top,1
CAD=,2000-09-04,1.47,Bottom,1
CAD=,2000-09-18,1.49,Top,1
CAD=,2000-09-20,1.48,Bottom,1
CAD=,2000-10-02,1.51,Top,1
CAD=,2000-10-03,1.5,Bottom,1
CAD=,2000-11-20,1.56,Top,1
CAD=,2000-12-11,1.52,Bottom,1
CAD=,2000-12-18,1.53,Top,1
CAD=,2001-01-02,1.49,Bottom,1
CAD=,2001-01-23,1.51,Top,1
CAD=,2001-02-01,1.49,Bottom,1
CAD=,2001-02-19,1.54,Top,1
CAD=,2001-02-26,1.53,Bottom,1
CAD=,2001-04-03,1.58,Top,1
CAD=,2001-05-01,1.53,Bottom,1
CAD=,2001-05-11,1.55,Top,1
CAD=,2001-05-17,1.53,Bottom,1
CAD=,2001-05-23,1.55,Top,1
CAD=,2001-06-11,1.52,Bottom,1
CAD=,2001-06-18,1.53,Top,1
CAD=,2001-06-29,1.51,Bottom,1
CAD=,2001-07-23,1.55,Top,1
CAD=,2001-08-06,1.52,Bottom,1
CAD=,2001-09-27,1.58,Top,1
CAD=,2001-10-05,1.56,Bottom,1
CAD=,2001-11-12,1.6,Top,1
CAD=,2001-11-13,1.59,Bottom,1
CAD=,2001-11-21,1.6,Top,1
CAD=,2001-12-14,1.56,Bottom,1
CAD=,2002-01-07,1.6,Top,1
CAD=,2002-01-08,1.59,Bottom,1
CAD=,2002-01-21,1.61,Top,1
CAD=,2002-01-31,1.58,Bottom,1
CAD=,2002-02-04,1.6,Top,1
CAD=,2002-02-11,1.59,Bottom,1
CAD=,2002-02-26,1.61,Top,1
CAD=,2002-03-06,1.58,Bottom,1
CAD=,2002-03-13,1.6,Top,1
CAD=,2002-03-20,1.58,Bottom,1
CAD=,2002-04-01,1.6,Top,1
CAD=,2002-04-02,1.59,Bottom,1
CAD=,2002-04-09,1.6,Top,1
CAD=,2002-06-03,1.53,Bottom,1
CAD=,2002-06-14,1.55,Top,1
CAD=,2002-06-27,1.51,Bottom,1
CAD=,2002-07-02,1.53,Top,1
CAD=,2002-07-09,1.51,Bottom,1
CAD=,2002-08-05,1.6,Top,1
CAD=,2002-08-16,1.55,Bottom,1
CAD=,2002-08-19,1.57,Top,1
CAD=,2002-08-27,1.55,Bottom,1
CAD=,2002-09-12,1.59,Top,1
CAD=,2002-09-19,1.57,Bottom,1
CAD=,2002-09-30,1.59,Top,1
CAD=,2002-10-01,1.58,Bottom,1
CAD=,2002-10-08,1.6,Top,1
CAD=,2002-11-04,1.56,Bottom,1
CAD=,2002-11-18,1.59,Top,1
CAD=,2002-12-17,1.55,Bottom,1
CAD=,2002-12-30,1.58,Top,1
CAD=,2003-01-23,1.52,Bottom,1
CAD=,2003-01-28,1.53,Top,1
CAD=,2003-02-03,1.52,Bottom,1
CAD=,2003-02-10,1.53,Top,1
CAD=,2003-03-05,1.47,Bottom,1
CAD=,2003-03-21,1.49,Top,1
CAD=,2003-03-27,1.46,Bottom,1
CAD=,2003-04-03,1.48,Top,1
CAD=,2003-05-20,1.35,Bottom,1
CAD=,2003-05-28,1.38,Top,1
CAD=,2003-06-13,1.33,Bottom,1
CAD=,2003-06-23,1.36,Top,1
CAD=,2003-07-02,1.34,Bottom,1
CAD=,2003-07-22,1.42,Top,1
CAD=,2003-07-29,1.38,Bottom,1
CAD=,2003-08-04,1.41,Top,1
CAD=,2003-08-11,1.38,Bottom,1
CAD=,2003-08-21,1.41,Top,1
CAD=,2003-10-22,1.3,Bottom,1
CAD=,2003-11-06,1.34,Top,1
CAD=,2003-11-18,1.3,Bottom,1
CAD=,2003-11-24,1.32,Top,1
CAD=,2003-12-01,1.3,Bottom,1
CAD=,2003-12-19,1.34,Top,1
CAD=,2004-01-09,1.27,Bottom,1
CAD=,2004-02-02,1.34,Top,1
CAD=,2004-02-17,1.31,Bottom,1
CAD=,2004-02-23,1.34,Top,1
CAD=,2004-03-08,1.32,Bottom,1
CAD=,2004-03-17,1.34,Top,1
CAD=,2004-03-29,1.31,Bottom,1
CAD=,2004-05-17,1.4,Top,1
CAD=,2004-06-07,1.35,Bottom,1
CAD=,2004-06-14,1.37,Top,1
CAD=,2004-07-16,1.31,Bottom,1
CAD=,2004-07-26,1.33,Top,1
CAD=,2004-08-19,1.3,Bottom,1
CAD=,2004-08-30,1.32,Top,1
CAD=,2004-11-08,1.19,Bottom,1
CAD=,2004-11-18,1.21,Top,1
CAD=,2004-11-24,1.18,Bottom,1
CAD=,2004-12-22,1.24,Top,1
CAD=,2004-12-30,1.2,Bottom,1
CAD=,2005-01-06,1.24,Top,1
CAD=,2005-01-12,1.2,Bottom,1
CAD=,2005-02-07,1.26,Top,1
CAD=,2005-02-22,1.22,Bottom,1
CAD=,2005-03-01,1.24,Top,1
CAD=,2005-03-16,1.2,Bottom,1
CAD=,2005-03-28,1.22,Top,1
CAD=,2005-03-29,1.21,Bottom,1
CAD=,2005-05-03,1.26,Top,1
CAD=,2005-05-05,1.24,Bottom,1
CAD=,2005-05-16,1.27,Top,1
