ts_id,date,value,info,pass,bardate,open_date,open,diff,relrtrn,d_days,RatioToPrev,RatioToPPrev
CAD=,2008-08-21,1.05,Bottom,1,2008-08-21,2008-08-11,1.07,-0.02,-1.87,10,-0.29,1
CAD=,2008-09-11,1.08,Top,1,2008-09-08,2008-08-21,1.05,0.03,2.85,21,-1.5,0.42
CAD=,2008-09-22,1.03,Bottom,1,2008-09-22,2008-09-11,1.08,-0.05,-4.63,11,-1.67,2.5
CAD=,2008-10-10,1.2,Top,1,2008-10-10,2008-09-22,1.03,0.17,16.5,18,-3.4,5.66
CAD=,2008-10-13,1.16,Bottom,1,2008-10-13,2008-10-10,1.2,-0.04,-3.34,3,-0.24,0.8
CAD=,2008-10-27,1.29,Top,1,2008-10-27,2008-10-13,1.16,0.13,11.2,14,-3.25,0.76
CAD=,2008-11-04,1.15,Bottom,1,2008-11-03,2008-10-27,1.29,-0.14,-10.86,8,-1.08,3.5
CAD=,2008-11-21,1.29,Top,1,2008-11-21,2008-11-04,1.15,0.14,12.17,17,-1,1.07
CAD=,2008-11-25,1.23,Bottom,1,2008-11-24,2008-11-21,1.29,-0.06,-4.66,4,-0.43,0.42
CAD=,2008-12-04,1.28,Top,1,2008-12-01,2008-11-25,1.23,0.05,4.06,9,-0.84,0.35
CAD=,2008-12-17,1.2,Bottom,1,2008-12-17,2008-12-04,1.28,-0.08,-6.26,13,-1.6,1.33
CAD=,2008-12-30,1.23,Top,1,2008-12-29,2008-12-17,1.2,0.03,2.5,13,-0.38,0.6
CAD=,2009-01-06,1.18,Bottom,1,2009-01-05,2008-12-30,1.23,-0.05,-4.07,7,-1.67,0.62
CAD=,2009-01-20,1.27,Top,1,2009-01-19,2009-01-06,1.18,0.09,7.62,14,-1.8,3
CAD=,2009-01-28,1.22,Bottom,1,2009-01-26,2009-01-20,1.27,-0.05,-3.94,8,-0.56,1
CAD=,2009-02-02,1.24,Top,1,2009-02-02,2009-01-28,1.22,0.02,1.63,5,-0.4,0.22
CAD=,2009-02-09,1.22,Bottom,1,2009-02-03,2009-02-02,1.24,-0.02,-1.62,7,-1,0.4
CAD=,2009-03-09,1.3,Top,1,2009-03-09,2009-02-09,1.22,0.08,6.55,28,-4,4
CAD=,2009-03-23,1.23,Bottom,1,2009-03-23,2009-03-09,1.3,-0.07,-5.39,14,-0.88,3.5
CAD=,2009-03-30,1.26,Top,1,2009-03-30,2009-03-23,1.23,0.03,2.43,7,-0.43,0.37
CAD=,2009-04-14,1.21,Bottom,1,2009-04-13,2009-03-30,1.26,-0.05,-3.97,15,-1.67,0.71
CAD=,2009-04-20,1.24,Top,1,2009-04-20,2009-04-14,1.21,0.03,2.47,6,-0.6,1
CAD=,2009-05-08,1.15,Bottom,1,2009-05-04,2009-04-20,1.24,-0.09,-7.26,18,-3,1.8
CAD=,2009-05-15,1.18,Top,1,2009-05-11,2009-05-08,1.15,0.03,2.6,7,-0.34,1
CAD=,2009-06-02,1.08,Bottom,1,2009-06-01,2009-05-15,1.18,-0.1,-8.48,18,-3.34,1.11
CAD=,2009-06-29,1.16,Top,1,2009-06-25,2009-06-02,1.08,0.08,7.4,27,-0.8,2.66
CAD=,2009-07-01,1.15,Bottom,1,2009-06-29,2009-06-29,1.16,-0.01,-0.87,2,-0.13,0.1
CAD=,2009-07-08,1.17,Top,1,2009-07-06,2009-07-01,1.15,0.02,1.73,7,-2,0.25
CAD=,2009-08-03,1.07,Bottom,1,2009-08-03,2009-07-08,1.17,-0.1,-8.55,26,-5,9.99
CAD=,2009-08-17,1.11,Top,1,2009-08-11,2009-08-03,1.07,0.04,3.73,14,-0.41,2
CAD=,2009-08-24,1.08,Bottom,1,2009-08-24,2009-08-17,1.11,-0.03,-2.71,7,-0.75,0.3
CAD=,2009-09-02,1.11,Top,1,2009-08-31,2009-08-24,1.08,0.03,2.77,9,-1,0.75
CAD=,2009-09-15,1.07,Bottom,1,2009-09-14,2009-09-02,1.11,-0.04,-3.61,13,-1.34,1.33
CAD=,2009-09-28,1.09,Top,1,2009-09-24,2009-09-15,1.07,0.02,1.86,13,-0.5,0.66
CAD=,2009-10-14,1.03,Bottom,1,2009-10-12,2009-09-28,1.09,-0.06,-5.51,16,-3,1.5
CAD=,2009-11-02,1.08,Top,1,2009-10-28,2009-10-14,1.03,0.05,4.85,19,-0.84,2.5
CAD=,2009-11-16,1.05,Bottom,1,2009-11-16,2009-11-02,1.08,-0.03,-2.78,14,-0.6,0.5
CAD=,2009-11-23,1.06,Top,1,2009-11-23,2009-11-16,1.05,0.01,0.95,7,-0.34,0.2
CAD=,2009-12-01,1.04,Bottom,1,2009-11-30,2009-11-23,1.06,-0.02,-1.89,8,-2,0.66
CAD=,2009-12-17,1.07,Top,1,2009-12-14,2009-12-01,1.04,0.03,2.88,16,-1.5,3
CAD=,2010-01-14,1.02,Bottom,1,2010-01-11,2009-12-17,1.07,-0.05,-4.68,28,-1.67,2.5
CAD=,2010-02-04,1.07,Top,1,2010-02-01,2010-01-14,1.02,0.05,4.9,21,-1,1.66
CAD=,2010-02-16,1.04,Bottom,1,2010-02-15,2010-02-04,1.07,-0.03,-2.81,12,-0.6,0.6
CAD=,2010-02-23,1.06,Top,1,2010-02-22,2010-02-16,1.04,0.02,1.92,7,-0.67,0.4
CAD=,2010-03-16,1.01,Bottom,1,2010-03-15,2010-02-23,1.06,-0.05,-4.72,21,-2.5,1.66
CAD=,2010-03-26,1.03,Top,1,2010-03-22,2010-03-16,1.01,0.02,1.98,10,-0.4,1
CAD=,2010-04-05,1,Bottom,1,2010-04-05,2010-03-26,1.03,-0.03,-2.92,10,-1.5,0.6
CAD=,2010-04-19,1.02,Top,1,2010-04-16,2010-04-05,1,0.02,2,14,-0.67,1
CAD=,2010-04-20,1,Bottom,1,2010-04-20,2010-04-19,1.02,-0.02,-1.97,1,-1,0.66
CAD=,2010-05-06,1.07,Top,1,2010-05-06,2010-04-20,1,0.07,7,16,-3.5,3.5
CAD=,2010-05-10,1.02,Bottom,1,2010-05-10,2010-05-06,1.07,-0.05,-4.68,4,-0.72,2.5
CAD=,2010-05-25,1.07,Top,1,2010-05-24,2010-05-10,1.02,0.05,4.9,15,-1,0.71
CAD=,2010-06-16,1.02,Bottom,1,2010-06-14,2010-05-25,1.07,-0.05,-4.68,22,-1,1
CAD=,2010-07-02,1.07,Top,1,2010-06-28,2010-06-16,1.02,0.05,4.9,16,-1,1
CAD=,2010-07-13,1.03,Bottom,1,2010-07-12,2010-07-02,1.07,-0.04,-3.74,11,-0.8,0.8
CAD=,2010-07-19,1.05,Top,1,2010-07-19,2010-07-13,1.03,0.02,1.94,6,-0.5,0.4
CAD=,2010-08-02,1.02,Bottom,1,2010-08-02,2010-07-19,1.05,-0.03,-2.86,14,-1.5,0.75
CAD=,2010-08-31,1.07,Top,1,2010-08-24,2010-08-02,1.02,0.05,4.9,29,-1.67,2.5
CAD=,2010-10-13,1,Bottom,1,2010-10-11,2010-08-31,1.07,-0.07,-6.55,43,-1.4,2.33
CAD=,2010-10-27,1.03,Top,1,2010-10-25,2010-10-13,1,0.03,3,14,-0.43,0.6
CAD=,2010-11-08,1,Bottom,1,2010-11-08,2010-10-27,1.03,-0.03,-2.92,12,-1,0.42
CAD=,2010-11-22,1.02,Top,1,2010-11-16,2010-11-08,1,0.02,2,14,-0.67,0.66
CAD=,2010-11-24,1.01,Bottom,1,2010-11-22,2010-11-22,1.02,-0.01,-0.99,2,-0.5,0.33
CAD=,2010-11-30,1.03,Top,1,2010-11-24,2010-11-24,1.01,0.02,1.98,6,-2,1
CAD=,2010-12-02,1,Bottom,1,2010-12-02,2010-11-30,1.03,-0.03,-2.92,2,-1.5,3
CAD=,2010-12-06,1.01,Top,1,2010-12-06,2010-12-02,1,0.01,1,4,-0.34,0.5
CAD=,2010-12-15,1,Bottom,1,2010-12-13,2010-12-06,1.01,-0.01,-1,9,-1,0.33
CAD=,2010-12-20,1.02,Top,1,2010-12-20,2010-12-15,1,0.02,2,5,-2,2
CAD=,2011-01-10,0.99,Bottom,1,2011-01-10,2010-12-20,1.02,-0.03,-2.95,21,-1.5,3
CAD=,2011-01-31,1,Top,1,2011-01-25,2011-01-10,0.99,0.01,1.01,21,-0.34,0.5
CAD=,2011-02-01,0.99,Bottom,1,2011-02-01,2011-01-31,1,-0.01,-1.01,1,-1,0.33
CAD=,2011-02-08,1,Top,1,2011-02-07,2011-02-01,0.99,0.01,1.01,7,-1,1
CAD=,2011-02-17,0.98,Bottom,1,2011-02-17,2011-02-08,1,-0.02,-2.01,9,-2,2
CAD=,2011-02-22,0.99,Top,1,2011-02-21,2011-02-17,0.98,0.01,1.02,5,-0.5,1
CAD=,2011-02-28,0.97,Bottom,1,2011-02-28,2011-02-22,0.99,-0.02,-2.03,6,-2,1
CAD=,2011-03-15,0.99,Top,1,2011-03-15,2011-02-28,0.97,0.02,2.06,15,-1,2
CAD=,2011-04-25,0.95,Bottom,1,2011-04-25,2011-03-15,0.99,-0.04,-4.05,41,-2,2
CAD=,2011-05-23,0.98,Top,1,2011-05-23,2011-04-25,0.95,0.03,3.15,28,-0.75,1.5
CAD=,2011-06-14,0.97,Bottom,1,2011-06-13,2011-05-23,0.98,-0.01,-1.03,22,-0.34,0.25
CAD=,2011-06-24,0.99,Top,1,2011-06-20,2011-06-14,0.97,0.02,2.06,10,-2,0.66
CAD=,2011-07-26,0.94,Bottom,1,2011-07-25,2011-06-24,0.99,-0.05,-5.06,32,-2.5,5
CAD=,2011-08-08,0.99,Top,1,2011-08-08,2011-07-26,0.94,0.05,5.31,13,-1,2.5
CAD=,2011-08-09,0.98,Bottom,1,2011-08-09,2011-08-08,0.99,-0.01,-1.02,1,-0.2,0.2
CAD=,2011-08-22,0.99,Top,1,2011-08-18,2011-08-09,0.98,0.01,1.02,13,-1,0.2
CAD=,2011-08-26,0.98,Bottom,1,2011-08-26,2011-08-22,0.99,-0.01,-1.02,4,-1,1
CAD=,2011-09-09,1,Top,1,2011-09-05,2011-08-26,0.98,0.02,2.04,14,-2,2
CAD=,2011-09-15,0.98,Bottom,1,2011-09-12,2011-09-09,1,-0.02,-2.01,6,-1,2
CAD=,2011-10-03,1.05,Top,1,2011-10-03,2011-09-15,0.98,0.07,7.14,18,-3.5,3.5
CAD=,2011-10-27,0.99,Bottom,1,2011-10-24,2011-10-03,1.05,-0.06,-5.72,24,-0.86,3
CAD=,2011-11-23,1.05,Top,1,2011-11-21,2011-10-27,0.99,0.06,6.06,27,-1,0.85
CAD=,2011-12-06,1.01,Bottom,1,2011-12-05,2011-11-23,1.05,-0.04,-3.81,13,-0.67,0.66
CAD=,2011-12-14,1.04,Top,1,2011-12-12,2011-12-06,1.01,0.03,2.97,8,-0.75,0.5
CAD=,2012-01-03,1.01,Bottom,1,2011-12-26,2011-12-14,1.04,-0.03,-2.89,20,-1,0.75
CAD=,2012-01-06,1.03,Top,1,2012-01-06,2012-01-03,1.01,0.02,1.98,3,-0.67,0.66
CAD=,2012-02-07,0.99,Bottom,1,2012-02-06,2012-01-06,1.03,-0.04,-3.89,32,-2,1.33
CAD=,2012-02-13,1,Top,1,2012-02-13,2012-02-07,0.99,0.01,1.01,6,-0.25,0.5
CAD=,2012-02-20,0.99,Bottom,1,2012-02-20,2012-02-13,1,-0.01,-1.01,7,-1,0.25
CAD=,2012-02-27,1,Top,1,2012-02-21,2012-02-20,0.99,0.01,1.01,7,-1,1
CAD=,2012-02-29,0.99,Bottom,1,2012-02-29,2012-02-27,1,-0.01,-1.01,2,-1,1
CAD=,2012-03-06,1,Top,1,2012-03-05,2012-02-29,0.99,0.01,1.01,6,-1,1
CAD=,2012-03-12,0.99,Bottom,1,2012-03-12,2012-03-06,1,-0.01,-1.01,6,-1,1
CAD=,2012-04-09,1,Top,1,2012-04-04,2012-03-12,0.99,0.01,1.01,28,-1,1
CAD=,2012-04-25,0.98,Bottom,1,2012-04-23,2012-04-09,1,-0.02,-2.01,16,-2,2
CAD=,2012-06-04,1.04,Top,1,2012-06-04,2012-04-25,0.98,0.06,6.12,40,-3,6
CAD=,2012-06-18,1.02,Bottom,1,2012-06-18,2012-06-04,1.04,-0.02,-1.93,14,-0.34,1
CAD=,2012-06-25,1.03,Top,1,2012-06-22,2012-06-18,1.02,0.01,0.98,7,-0.5,0.16
CAD=,2012-07-04,1.01,Bottom,1,2012-07-02,2012-06-25,1.03,-0.02,-1.95,9,-2,1
CAD=,2012-07-09,1.02,Top,1,2012-07-09,2012-07-04,1.01,0.01,0.99,5,-0.5,1
CAD=,2012-07-16,1.01,Bottom,1,2012-07-16,2012-07-09,1.02,-0.01,-0.99,7,-1,0.5
CAD=,2012-07-24,1.02,Top,1,2012-07-23,2012-07-16,1.01,0.01,0.99,8,-1,1
CAD=,2012-09-12,0.97,Bottom,1,2012-09-12,2012-07-24,1.02,-0.05,-4.91,50,-5,5
CAD=,2012-10-04,0.99,Top,1,2012-10-01,2012-09-12,0.97,0.02,2.06,22,-0.4,2
CAD=,2012-10-08,0.98,Bottom,1,2012-10-08,2012-10-04,0.99,-0.01,-1.02,4,-0.5,0.2
CAD=,2012-10-29,1,Top,1,2012-10-29,2012-10-08,0.98,0.02,2.04,21,-2,1
CAD=,2012-11-07,0.99,Bottom,1,2012-11-05,2012-10-29,1,-0.01,-1.01,9,-0.5,1
CAD=,2012-11-19,1,Top,1,2012-11-19,2012-11-07,0.99,0.01,1.01,12,-1,0.5
CAD=,2012-12-18,0.98,Bottom,1,2012-12-17,2012-11-19,1,-0.02,-2.01,29,-2,2
CAD=,2012-12-31,0.99,Top,1,2012-12-31,2012-12-18,0.98,0.01,1.02,13,-0.5,1
CAD=,2013-01-11,0.98,Bottom,1,2013-01-11,2012-12-31,0.99,-0.01,-1.02,11,-1,0.5
CAD=,2013-01-28,1.01,Top,1,2013-01-28,2013-01-11,0.98,0.03,3.06,17,-3,3
CAD=,2013-02-04,1,Bottom,1,2013-02-04,2013-01-28,1.01,-0.01,-1,7,-0.34,1
CAD=,2013-03-04,1.03,Top,1,2013-03-04,2013-02-04,1,0.03,3,28,-3,1
CAD=,2013-03-15,1.02,Bottom,1,2013-03-15,2013-03-04,1.03,-0.01,-0.98,11,-0.34,1
CAD=,2013-03-20,1.03,Top,1,2013-03-18,2013-03-15,1.02,0.01,0.98,5,-1,0.33
CAD=,2013-04-11,1.01,Bottom,1,2013-04-08,2013-03-20,1.03,-0.02,-1.95,22,-2,2
CAD=,2013-04-22,1.03,Top,1,2013-04-22,2013-04-11,1.01,0.02,1.98,11,-1,2
CAD=,2013-05-08,1,Bottom,1,2013-05-06,2013-04-22,1.03,-0.03,-2.92,16,-1.5,1.5
CAD=,2013-06-03,1.04,Top,1,2013-05-29,2013-05-08,1,0.04,4,26,-1.34,2
CAD=,2013-06-10,1.02,Bottom,1,2013-06-10,2013-06-03,1.04,-0.02,-1.93,7,-0.5,0.66
CAD=,2013-07-08,1.06,Top,1,2013-07-01,2013-06-10,1.02,0.04,3.92,28,-2,1
CAD=,2013-07-29,1.03,Bottom,1,2013-07-29,2013-07-08,1.06,-0.03,-2.84,21,-0.75,1.5
CAD=,2013-08-05,1.04,Top,1,2013-08-05,2013-07-29,1.03,0.01,0.97,7,-0.34,0.25
CAD=,2013-08-12,1.03,Bottom,1,2013-08-12,2013-08-05,1.04,-0.01,-0.97,7,-1,0.33
CAD=,2013-09-03,1.06,Top,1,2013-09-02,2013-08-12,1.03,0.03,2.91,22,-3,3
CAD=,2013-09-19,1.02,Bottom,1,2013-09-16,2013-09-03,1.06,-0.04,-3.78,16,-1.34,4
CAD=,2013-10-14,1.04,Top,1,2013-10-09,2013-09-19,1.02,0.02,1.96,25,-0.5,0.66
CAD=,2013-10-17,1.03,Bottom,1,2013-10-17,2013-10-14,1.04,-0.01,-0.97,3,-0.5,0.25
CAD=,2013-11-11,1.05,Top,1,2013-11-08,2013-10-17,1.03,0.02,1.94,25,-2,1
CAD=,2013-11-14,1.04,Bottom,1,2013-11-14,2013-11-11,1.05,-0.01,-0.96,3,-0.5,1
CAD=,2013-12-09,1.07,Top,1,2013-12-05,2013-11-14,1.04,0.03,2.88,25,-3,1.5
CAD=,2013-12-10,1.06,Bottom,1,2013-12-10,2013-12-09,1.07,-0.01,-0.94,1,-0.34,1
CAD=,2013-12-19,1.07,Top,1,2013-12-16,2013-12-10,1.06,0.01,0.94,9,-1,0.33
CAD=,2013-12-23,1.06,Bottom,1,2013-12-23,2013-12-19,1.07,-0.01,-0.94,4,-1,1
CAD=,2014-01-30,1.12,Top,1,2014-01-27,2013-12-23,1.06,0.06,5.66,38,-6,6
CAD=,2014-02-17,1.1,Bottom,1,2014-02-17,2014-01-30,1.12,-0.02,-1.79,18,-0.34,2
CAD=,2014-02-24,1.11,Top,1,2014-02-24,2014-02-17,1.1,0.01,0.9,7,-0.5,0.16
CAD=,2014-03-06,1.1,Bottom,1,2014-03-03,2014-02-24,1.11,-0.01,-0.91,10,-1,0.5
CAD=,2014-03-20,1.12,Top,1,2014-03-17,2014-03-06,1.1,0.02,1.81,14,-2,2
CAD=,2014-04-09,1.09,Bottom,1,2014-04-07,2014-03-20,1.12,-0.03,-2.68,20,-1.5,3
CAD=,2014-04-28,1.1,Top,1,2014-04-28,2014-04-09,1.09,0.01,0.91,19,-0.34,0.5
CAD=,2014-05-09,1.08,Bottom,1,2014-05-09,2014-04-28,1.1,-0.02,-1.82,11,-2,0.66
CAD=,2014-05-19,1.09,Top,1,2014-05-19,2014-05-09,1.08,0.01,0.92,10,-0.5,1
CAD=,2014-05-30,1.08,Bottom,1,2014-05-30,2014-05-19,1.09,-0.01,-0.92,11,-1,0.5
CAD=,2014-06-09,1.09,Top,1,2014-06-09,2014-05-30,1.08,0.01,0.92,10,-1,1
CAD=,2014-07-10,1.06,Bottom,1,2014-07-07,2014-06-09,1.09,-0.03,-2.76,31,-3,3
CAD=,2014-07-16,1.08,Top,1,2014-07-14,2014-07-10,1.06,0.02,1.88,6,-0.67,2
CAD=,2014-07-21,1.07,Bottom,1,2014-07-21,2014-07-16,1.08,-0.01,-0.93,5,-0.5,0.33
CAD=,2014-08-11,1.1,Top,1,2014-08-06,2014-07-21,1.07,0.03,2.8,21,-3,1.5
CAD=,2014-08-12,1.09,Bottom,1,2014-08-12,2014-08-11,1.1,-0.01,-0.91,1,-0.34,1
CAD=,2014-08-25,1.1,Top,1,2014-08-21,2014-08-12,1.09,0.01,0.91,13,-1,0.33
CAD=,2014-09-01,1.09,Bottom,1,2014-09-01,2014-08-25,1.1,-0.01,-0.91,7,-1,1
CAD=,2014-09-15,1.11,Top,1,2014-09-15,2014-09-01,1.09,0.02,1.83,14,-2,2
CAD=,2014-09-19,1.09,Bottom,1,2014-09-19,2014-09-15,1.11,-0.02,-1.81,4,-1,2
CAD=,2014-10-06,1.13,Top,1,2014-09-29,2014-09-19,1.09,0.04,3.66,17,-2,1.99
CAD=,2014-10-07,1.11,Bottom,1,2014-10-06,2014-10-06,1.13,-0.02,-1.77,1,-0.5,0.99
CAD=,2014-10-20,1.13,Top,1,2014-10-15,2014-10-07,1.11,0.02,1.8,13,-1,0.49
CAD=,2014-10-27,1.12,Bottom,1,2014-10-27,2014-10-20,1.13,-0.0099999999999998,-0.89,7,-0.5,0.49
CAD=,2014-11-11,1.14,Top,1,2014-11-10,2014-10-27,1.12,0.02,1.78,15,-2.01,1
CAD=,2014-11-24,1.12,Bottom,1,2014-11-24,2014-11-11,1.14,-0.02,-1.76,13,-1,2
CAD=,2014-12-16,1.17,Top,1,2014-12-15,2014-11-24,1.12,0.05,4.46,22,-2.51,2.5
CAD=,2014-12-29,1.16,Bottom,1,2014-12-29,2014-12-16,1.17,-0.01,-0.86,13,-0.21,0.5
CAD=,2015-02-02,1.27,Top,1,2015-02-02,2014-12-29,1.16,0.11,9.48,35,-11,2.2
CAD=,2015-02-04,1.24,Bottom,1,2015-02-04,2015-02-02,1.27,-0.03,-2.37,2,-0.28,3
CAD=,2015-02-11,1.26,Top,1,2015-02-09,2015-02-04,1.24,0.02,1.61,7,-0.67,0.18
CAD=,2015-02-18,1.23908,Bottom,1,2015-02-16,2015-02-11,1.26,-0.02092,-1.67,7,-1.05,0.69
CAD=,2015-02-24,1.2573,Top,1,2015-02-23,2015-02-18,1.23908,0.01822,1.47,6,-0.88,0.91
CAD=,2015-03-05,1.24244,Bottom,1,2015-03-02,2015-02-24,1.2573,-0.01486,-1.19,9,-0.82,0.71
CAD=,2015-03-16,1.28166,Top,1,2015-03-12,2015-03-05,1.24244,0.03922,3.15,11,-2.64,2.15
CAD=,2015-03-27,1.24794,Bottom,1,2015-03-23,2015-03-16,1.28166,-0.03372,-2.64,11,-0.86,2.26
CAD=,2015-04-01,1.2688,Top,1,2015-03-30,2015-03-27,1.24794,0.02086,1.67,5,-0.62,0.53
CAD=,2015-04-07,1.24745,Bottom,1,2015-04-06,2015-04-01,1.2688,-0.02135,-1.69,6,-1.03,0.63
CAD=,2015-04-14,1.2592,Top,1,2015-04-10,2015-04-07,1.24745,0.01175,0.94,7,-0.56,0.56
