ts_id,date,value,info,pass,bardate,open_date,open,diff,relrtrn,d_days,RatioToPrev,RatioToPPrev
CAD=,1999-12-13,1.48,Top,1,1999-12-13,1999-11-12,1.46,0.02,1.36,31,-0.15,0.15
CAD=,1999-12-28,1.45,Bottom,1,1999-12-28,1999-12-13,1.48,-0.03,-2.03,15,-1.5,0.21
CAD=,2000-01-10,1.46,Top,1,2000-01-06,1999-12-28,1.45,0.01,0.68,13,-0.34,0.5
CAD=,2000-01-27,1.43,Bottom,1,2000-01-24,2000-01-10,1.46,-0.03,-2.06,17,-3,1
CAD=,2000-02-14,1.46,Top,1,2000-02-14,2000-01-27,1.43,0.03,2.09,18,-1,3
CAD=,2000-02-16,1.45,Bottom,1,2000-02-16,2000-02-14,1.46,-0.01,-0.69,2,-0.34,0.33
CAD=,2000-03-20,1.47,Top,1,2000-03-15,2000-02-16,1.45,0.02,1.37,33,-2,0.66
CAD=,2000-03-28,1.45,Bottom,1,2000-03-28,2000-03-20,1.47,-0.02,-1.37,8,-1,2
CAD=,2000-04-17,1.49,Top,1,2000-04-17,2000-03-28,1.45,0.04,2.75,20,-2,2
CAD=,2000-04-25,1.47,Bottom,1,2000-04-24,2000-04-17,1.49,-0.02,-1.35,8,-0.5,1
CAD=,2000-05-04,1.5,Top,1,2000-05-04,2000-04-25,1.47,0.03,2.04,9,-1.5,0.75
CAD=,2000-05-08,1.49,Bottom,1,2000-05-08,2000-05-04,1.5,-0.01,-0.67,4,-0.34,0.5
CAD=,2000-05-23,1.51,Top,1,2000-05-22,2000-05-08,1.49,0.02,1.34,15,-2,0.66
CAD=,2000-06-12,1.47,Bottom,1,2000-06-12,2000-05-23,1.51,-0.04,-2.65,20,-2,4
CAD=,2000-07-05,1.49,Top,1,2000-07-03,2000-06-12,1.47,0.02,1.36,23,-0.5,1
CAD=,2000-07-24,1.46,Bottom,1,2000-07-24,2000-07-05,1.49,-0.03,-2.02,19,-1.5,0.75
CAD=,2000-08-07,1.49,Top,1,2000-08-07,2000-07-24,1.46,0.03,2.05,14,-1,1.5
CAD=,2000-08-17,1.47,Bottom,1,2000-08-14,2000-08-07,1.49,-0.02,-1.35,10,-0.67,0.66
CAD=,2000-08-23,1.49,Top,1,2000-08-21,2000-08-17,1.47,0.02,1.36,6,-1,0.66
CAD=,2000-09-04,1.47,Bottom,1,2000-09-04,2000-08-23,1.49,-0.02,-1.35,12,-1,1
CAD=,2000-09-18,1.49,Top,1,2000-09-14,2000-09-04,1.47,0.02,1.36,14,-1,1
CAD=,2000-09-20,1.48,Bottom,1,2000-09-18,2000-09-18,1.49,-0.01,-0.68,2,-0.5,0.5
CAD=,2000-10-02,1.51,Top,1,2000-10-02,2000-09-20,1.48,0.03,2.02,12,-3,1.5
CAD=,2000-10-03,1.5,Bottom,1,2000-10-03,2000-10-02,1.51,-0.01,-0.67,1,-0.34,1
CAD=,2000-11-20,1.56,Top,1,2000-11-17,2000-10-03,1.5,0.06,4,48,-6,2
CAD=,2000-12-11,1.52,Bottom,1,2000-12-11,2000-11-20,1.56,-0.04,-2.57,21,-0.67,4
CAD=,2000-12-18,1.53,Top,1,2000-12-12,2000-12-11,1.52,0.01,0.65,7,-0.25,0.16
CAD=,2001-01-02,1.49,Bottom,1,2001-01-02,2000-12-18,1.53,-0.04,-2.62,15,-4,1
CAD=,2001-01-23,1.51,Top,1,2001-01-22,2001-01-02,1.49,0.02,1.34,21,-0.5,2
CAD=,2001-02-01,1.49,Bottom,1,2001-01-29,2001-01-23,1.51,-0.02,-1.33,9,-1,0.5
CAD=,2001-02-19,1.54,Top,1,2001-02-19,2001-02-01,1.49,0.05,3.35,18,-2.5,2.5
CAD=,2001-02-26,1.53,Bottom,1,2001-02-19,2001-02-19,1.54,-0.01,-0.65,7,-0.2,0.5
CAD=,2001-04-03,1.58,Top,1,2001-03-30,2001-02-26,1.53,0.05,3.26,36,-5,1
CAD=,2001-05-01,1.53,Bottom,1,2001-04-30,2001-04-03,1.58,-0.05,-3.17,28,-1,5
CAD=,2001-05-11,1.55,Top,1,2001-05-07,2001-05-01,1.53,0.02,1.3,10,-0.4,0.4
CAD=,2001-05-17,1.53,Bottom,1,2001-05-14,2001-05-11,1.55,-0.02,-1.3,6,-1,0.4
CAD=,2001-05-23,1.55,Top,1,2001-05-21,2001-05-17,1.53,0.02,1.3,6,-1,1
CAD=,2001-06-11,1.52,Bottom,1,2001-06-11,2001-05-23,1.55,-0.03,-1.94,19,-1.5,1.5
CAD=,2001-06-18,1.53,Top,1,2001-06-18,2001-06-11,1.52,0.01,0.65,7,-0.34,0.5
CAD=,2001-06-29,1.51,Bottom,1,2001-06-29,2001-06-18,1.53,-0.02,-1.31,11,-2,0.66
CAD=,2001-07-23,1.55,Top,1,2001-07-16,2001-06-29,1.51,0.04,2.64,24,-2,4
CAD=,2001-08-06,1.52,Bottom,1,2001-08-06,2001-07-23,1.55,-0.03,-1.94,14,-0.75,1.5
CAD=,2001-09-27,1.58,Top,1,2001-09-24,2001-08-06,1.52,0.06,3.94,52,-2,1.5
CAD=,2001-10-05,1.56,Bottom,1,2001-10-05,2001-09-27,1.58,-0.02,-1.27,8,-0.34,0.66
CAD=,2001-11-12,1.6,Top,1,2001-11-07,2001-10-05,1.56,0.04,2.56,38,-2,0.66
CAD=,2001-11-13,1.59,Bottom,1,2001-11-13,2001-11-12,1.6,-0.01,-0.63,1,-0.25,0.5
CAD=,2001-11-21,1.6,Top,1,2001-11-19,2001-11-13,1.59,0.01,0.62,8,-1,0.25
CAD=,2001-12-14,1.56,Bottom,1,2001-12-10,2001-11-21,1.6,-0.04,-2.51,23,-4,4
CAD=,2002-01-07,1.6,Top,1,2002-01-02,2001-12-14,1.56,0.04,2.56,24,-1,4
CAD=,2002-01-08,1.59,Bottom,1,2002-01-07,2002-01-07,1.6,-0.01,-0.63,1,-0.25,0.25
CAD=,2002-01-21,1.61,Top,1,2002-01-21,2002-01-08,1.59,0.02,1.25,13,-2,0.5
CAD=,2002-01-31,1.58,Bottom,1,2002-01-31,2002-01-21,1.61,-0.03,-1.87,10,-1.5,3
CAD=,2002-02-04,1.6,Top,1,2002-02-04,2002-01-31,1.58,0.02,1.26,4,-0.67,1
CAD=,2002-02-11,1.59,Bottom,1,2002-02-11,2002-02-04,1.6,-0.01,-0.63,7,-0.5,0.33
CAD=,2002-02-26,1.61,Top,1,2002-02-25,2002-02-11,1.59,0.02,1.25,15,-2,1
CAD=,2002-03-06,1.58,Bottom,1,2002-03-04,2002-02-26,1.61,-0.03,-1.87,8,-1.5,3
CAD=,2002-03-13,1.6,Top,1,2002-03-11,2002-03-06,1.58,0.02,1.26,7,-0.67,1
CAD=,2002-03-20,1.58,Bottom,1,2002-03-20,2002-03-13,1.6,-0.02,-1.26,7,-1,0.66
CAD=,2002-04-01,1.6,Top,1,2002-04-01,2002-03-20,1.58,0.02,1.26,12,-1,1
CAD=,2002-04-02,1.59,Bottom,1,2002-04-02,2002-04-01,1.6,-0.01,-0.63,1,-0.5,0.5
CAD=,2002-04-09,1.6,Top,1,2002-04-08,2002-04-02,1.59,0.01,0.62,7,-1,0.5
CAD=,2002-06-03,1.53,Bottom,1,2002-06-03,2002-04-09,1.6,-0.07,-4.38,55,-7,7
CAD=,2002-06-14,1.55,Top,1,2002-06-10,2002-06-03,1.53,0.02,1.3,11,-0.29,2
CAD=,2002-06-27,1.51,Bottom,1,2002-06-24,2002-06-14,1.55,-0.04,-2.59,13,-2,0.57
CAD=,2002-07-02,1.53,Top,1,2002-07-01,2002-06-27,1.51,0.02,1.32,5,-0.5,1
CAD=,2002-07-09,1.51,Bottom,1,2002-07-08,2002-07-02,1.53,-0.02,-1.31,7,-1,0.5
CAD=,2002-08-05,1.6,Top,1,2002-08-05,2002-07-09,1.51,0.09,5.96,27,-4.5,4.5
CAD=,2002-08-16,1.55,Bottom,1,2002-08-16,2002-08-05,1.6,-0.05,-3.13,11,-0.56,2.5
CAD=,2002-08-19,1.57,Top,1,2002-08-19,2002-08-16,1.55,0.02,1.29,3,-0.4,0.22
CAD=,2002-08-27,1.55,Bottom,1,2002-08-26,2002-08-19,1.57,-0.02,-1.28,8,-1,0.4
CAD=,2002-09-12,1.59,Top,1,2002-09-12,2002-08-27,1.55,0.04,2.58,16,-2,2
CAD=,2002-09-19,1.57,Bottom,1,2002-09-16,2002-09-12,1.59,-0.02,-1.26,7,-0.5,1
CAD=,2002-09-30,1.59,Top,1,2002-09-24,2002-09-19,1.57,0.02,1.27,11,-1,0.5
CAD=,2002-10-01,1.58,Bottom,1,2002-09-30,2002-09-30,1.59,-0.01,-0.63,1,-0.5,0.5
CAD=,2002-10-08,1.6,Top,1,2002-10-07,2002-10-01,1.58,0.02,1.26,7,-2,1
CAD=,2002-11-04,1.56,Bottom,1,2002-11-04,2002-10-08,1.6,-0.04,-2.51,27,-2,4
CAD=,2002-11-18,1.59,Top,1,2002-11-18,2002-11-04,1.56,0.03,1.92,14,-0.75,1.5
CAD=,2002-12-17,1.55,Bottom,1,2002-12-16,2002-11-18,1.59,-0.04,-2.52,29,-1.34,1
CAD=,2002-12-30,1.58,Top,1,2002-12-30,2002-12-17,1.55,0.03,1.93,13,-0.75,1
CAD=,2003-01-23,1.52,Bottom,1,2003-01-23,2002-12-30,1.58,-0.06,-3.8,24,-2,1.5
CAD=,2003-01-28,1.53,Top,1,2003-01-27,2003-01-23,1.52,0.01,0.65,5,-0.17,0.33
CAD=,2003-02-03,1.52,Bottom,1,2003-02-03,2003-01-28,1.53,-0.01,-0.66,6,-1,0.16
CAD=,2003-02-10,1.53,Top,1,2003-02-10,2003-02-03,1.52,0.01,0.65,7,-1,1
CAD=,2003-03-05,1.47,Bottom,1,2003-03-05,2003-02-10,1.53,-0.06,-3.93,23,-6,6
CAD=,2003-03-21,1.49,Top,1,2003-03-17,2003-03-05,1.47,0.02,1.36,16,-0.34,2
CAD=,2003-03-27,1.46,Bottom,1,2003-03-24,2003-03-21,1.49,-0.03,-2.02,6,-1.5,0.5
CAD=,2003-04-03,1.48,Top,1,2003-03-31,2003-03-27,1.46,0.02,1.36,7,-0.67,1
CAD=,2003-05-20,1.35,Bottom,1,2003-05-19,2003-04-03,1.48,-0.13,-8.79,47,-6.5,4.33
CAD=,2003-05-28,1.38,Top,1,2003-05-26,2003-05-20,1.35,0.03,2.22,8,-0.24,1.49
CAD=,2003-06-13,1.33,Bottom,1,2003-06-09,2003-05-28,1.38,-0.05,-3.63,16,-1.67,0.38
CAD=,2003-06-23,1.36,Top,1,2003-06-20,2003-06-13,1.33,0.03,2.25,10,-0.61,1
CAD=,2003-07-02,1.34,Bottom,1,2003-06-30,2003-06-23,1.36,-0.02,-1.48,9,-0.67,0.4
CAD=,2003-07-22,1.42,Top,1,2003-07-21,2003-07-02,1.34,0.08,5.97,20,-4,2.66
CAD=,2003-07-29,1.38,Bottom,1,2003-07-28,2003-07-22,1.42,-0.04,-2.82,7,-0.51,2
CAD=,2003-08-04,1.41,Top,1,2003-08-04,2003-07-29,1.38,0.03,2.17,6,-0.75,0.37
CAD=,2003-08-11,1.38,Bottom,1,2003-08-11,2003-08-04,1.41,-0.03,-2.13,7,-1,0.75
CAD=,2003-08-21,1.41,Top,1,2003-08-18,2003-08-11,1.38,0.03,2.17,10,-1,1
CAD=,2003-10-22,1.3,Bottom,1,2003-10-20,2003-08-21,1.41,-0.11,-7.81,62,-3.67,3.66
CAD=,2003-11-06,1.34,Top,1,2003-11-03,2003-10-22,1.3,0.04,3.07,15,-0.37,1.33
CAD=,2003-11-18,1.3,Bottom,1,2003-11-17,2003-11-06,1.34,-0.04,-2.99,12,-1,0.36
CAD=,2003-11-24,1.32,Top,1,2003-11-24,2003-11-18,1.3,0.02,1.53,6,-0.5,0.5
CAD=,2003-12-01,1.3,Bottom,1,2003-12-01,2003-11-24,1.32,-0.02,-1.52,7,-1,0.5
CAD=,2003-12-19,1.34,Top,1,2003-12-15,2003-12-01,1.3,0.04,3.07,18,-2,2
CAD=,2004-01-09,1.27,Bottom,1,2004-01-05,2003-12-19,1.34,-0.07,-5.23,21,-1.75,3.5
CAD=,2004-02-02,1.34,Top,1,2004-02-02,2004-01-09,1.27,0.07,5.51,24,-1,1.75
CAD=,2004-02-17,1.31,Bottom,1,2004-02-12,2004-02-02,1.34,-0.03,-2.24,15,-0.43,0.42
CAD=,2004-02-23,1.34,Top,1,2004-02-23,2004-02-17,1.31,0.03,2.29,6,-1,0.42
CAD=,2004-03-08,1.32,Bottom,1,2004-03-08,2004-02-23,1.34,-0.02,-1.5,14,-0.67,0.66
CAD=,2004-03-17,1.34,Top,1,2004-03-15,2004-03-08,1.32,0.02,1.51,9,-1,0.66
CAD=,2004-03-29,1.31,Bottom,1,2004-03-29,2004-03-17,1.34,-0.03,-2.24,12,-1.5,1.5
CAD=,2004-05-17,1.4,Top,1,2004-05-10,2004-03-29,1.31,0.09,6.87,49,-3,4.49
CAD=,2004-06-07,1.35,Bottom,1,2004-06-07,2004-05-17,1.4,-0.05,-3.58,21,-0.56,1.66
CAD=,2004-06-14,1.37,Top,1,2004-06-14,2004-06-07,1.35,0.02,1.48,7,-0.41,0.22
CAD=,2004-07-16,1.31,Bottom,1,2004-07-16,2004-06-14,1.37,-0.06,-4.38,32,-3,1.2
CAD=,2004-07-26,1.33,Top,1,2004-07-26,2004-07-16,1.31,0.02,1.52,10,-0.34,1
CAD=,2004-08-19,1.3,Bottom,1,2004-08-16,2004-07-26,1.33,-0.03,-2.26,24,-1.5,0.5
CAD=,2004-08-30,1.32,Top,1,2004-08-23,2004-08-19,1.3,0.02,1.53,11,-0.67,1
CAD=,2004-11-08,1.19,Bottom,1,2004-11-08,2004-08-30,1.32,-0.13,-9.85,70,-6.5,4.33
CAD=,2004-11-18,1.21,Top,1,2004-11-15,2004-11-08,1.19,0.02,1.68,10,-0.16,1
CAD=,2004-11-24,1.18,Bottom,1,2004-11-24,2004-11-18,1.21,-0.03,-2.48,6,-1.5,0.23
CAD=,2004-12-22,1.24,Top,1,2004-12-20,2004-11-24,1.18,0.06,5.08,28,-2,3
CAD=,2004-12-30,1.2,Bottom,1,2004-12-27,2004-12-22,1.24,-0.04,-3.23,8,-0.67,1.33
CAD=,2005-01-06,1.24,Top,1,2005-01-03,2004-12-30,1.2,0.04,3.33,7,-1,0.66
CAD=,2005-01-12,1.2,Bottom,1,2005-01-10,2005-01-06,1.24,-0.04,-3.23,6,-1,1
CAD=,2005-02-07,1.26,Top,1,2005-02-07,2005-01-12,1.2,0.06,5,26,-1.5,1.5
CAD=,2005-02-22,1.22,Bottom,1,2005-02-21,2005-02-07,1.26,-0.04,-3.18,15,-0.67,1
CAD=,2005-03-01,1.24,Top,1,2005-02-28,2005-02-22,1.22,0.02,1.63,7,-0.5,0.33
CAD=,2005-03-16,1.2,Bottom,1,2005-03-14,2005-03-01,1.24,-0.04,-3.23,15,-2,1
CAD=,2005-03-28,1.22,Top,1,2005-03-23,2005-03-16,1.2,0.02,1.66,12,-0.5,1
CAD=,2005-03-29,1.21,Bottom,1,2005-03-28,2005-03-28,1.22,-0.01,-0.82,1,-0.5,0.25
CAD=,2005-05-03,1.26,Top,1,2005-04-29,2005-03-29,1.21,0.05,4.13,35,-5,2.5
CAD=,2005-05-05,1.24,Bottom,1,2005-05-05,2005-05-03,1.26,-0.02,-1.59,2,-0.4,2
CAD=,2005-05-16,1.27,Top,1,2005-05-16,2005-05-05,1.24,0.03,2.41,11,-1.5,0.6
CAD=,2005-06-06,1.24,Bottom,1,2005-05-30,2005-05-16,1.27,-0.03,-2.37,21,-1,1.5
CAD=,2005-06-09,1.26,Top,1,2005-06-06,2005-06-06,1.24,0.02,1.61,3,-0.67,0.66
CAD=,2005-06-20,1.23,Bottom,1,2005-06-20,2005-06-09,1.26,-0.03,-2.39,11,-1.5,1
CAD=,2005-07-01,1.24,Top,1,2005-06-27,2005-06-20,1.23,0.01,0.81,11,-0.34,0.5
CAD=,2005-07-12,1.2,Bottom,1,2005-07-11,2005-07-01,1.24,-0.04,-3.23,11,-4,1.33
CAD=,2005-07-26,1.23,Top,1,2005-07-25,2005-07-12,1.2,0.03,2.5,14,-0.75,3
CAD=,2005-08-11,1.2,Bottom,1,2005-08-08,2005-07-26,1.23,-0.03,-2.44,16,-1,0.75
CAD=,2005-08-18,1.22,Top,1,2005-08-15,2005-08-11,1.2,0.02,1.66,7,-0.67,0.66
CAD=,2005-09-19,1.17,Bottom,1,2005-09-19,2005-08-18,1.22,-0.05,-4.1,32,-2.5,1.66
CAD=,2005-09-27,1.18,Top,1,2005-09-19,2005-09-19,1.17,0.01,0.85,8,-0.2,0.5
CAD=,2005-09-30,1.16,Bottom,1,2005-09-30,2005-09-27,1.18,-0.02,-1.7,3,-2,0.4
CAD=,2005-10-14,1.19,Top,1,2005-10-10,2005-09-30,1.16,0.03,2.58,14,-1.5,3
CAD=,2005-10-20,1.12,Bottom,1,2005-10-17,2005-10-14,1.19,-0.07,-5.89,6,-2.34,3.49
CAD=,2005-10-24,1.19,Top,1,2005-10-24,2005-10-20,1.12,0.07,6.24,4,-1,2.33
CAD=,2005-10-26,1.17,Bottom,1,2005-10-26,2005-10-24,1.19,-0.02,-1.69,2,-0.29,0.28
CAD=,2005-11-14,1.19,Top,1,2005-11-14,2005-10-26,1.17,0.02,1.7,19,-1,0.28
CAD=,2005-12-12,1.15,Bottom,1,2005-12-12,2005-11-14,1.19,-0.04,-3.37,28,-2,2
CAD=,2005-12-19,1.17,Top,1,2005-12-19,2005-12-12,1.15,0.02,1.73,7,-0.5,1
CAD=,2006-01-04,1.15,Bottom,1,2006-01-02,2005-12-19,1.17,-0.02,-1.71,16,-1,0.5
CAD=,2006-01-09,1.17,Top,1,2006-01-09,2006-01-04,1.15,0.02,1.73,5,-1,1
CAD=,2006-01-31,1.14,Bottom,1,2006-01-30,2006-01-09,1.17,-0.03,-2.57,22,-1.5,1.5
CAD=,2006-02-15,1.16,Top,1,2006-02-13,2006-01-31,1.14,0.02,1.75,15,-0.67,1
CAD=,2006-03-02,1.13,Bottom,1,2006-02-27,2006-02-15,1.16,-0.03,-2.59,15,-1.5,1
CAD=,2006-03-27,1.17,Top,1,2006-03-22,2006-03-02,1.13,0.04,3.53,25,-1.34,2
CAD=,2006-05-09,1.1,Bottom,1,2006-05-08,2006-03-27,1.17,-0.07,-5.99,43,-1.75,2.33
CAD=,2006-05-23,1.12,Top,1,2006-05-22,2006-05-09,1.1,0.02,1.81,14,-0.29,0.5
CAD=,2006-05-30,1.1,Bottom,1,2006-05-29,2006-05-23,1.12,-0.02,-1.79,7,-1,0.28
CAD=,2006-06-26,1.12,Top,1,2006-06-26,2006-05-30,1.1,0.02,1.81,27,-1,1
CAD=,2006-07-03,1.11,Bottom,1,2006-07-03,2006-06-26,1.12,-0.01,-0.9,7,-0.5,0.5
CAD=,2006-07-24,1.14,Top,1,2006-07-24,2006-07-03,1.11,0.03,2.7,21,-3,1.49
CAD=,2006-08-07,1.12,Bottom,1,2006-08-07,2006-07-24,1.14,-0.02,-1.76,14,-0.67,1.99
CAD=,2006-08-14,1.13,Top,1,2006-08-10,2006-08-07,1.12,0.0099999999999998,0.89,7,-0.5,0.33
CAD=,2006-08-31,1.1,Bottom,1,2006-08-28,2006-08-14,1.13,-0.03,-2.66,17,-3.01,1.5
CAD=,2006-09-19,1.13,Top,1,2006-09-18,2006-08-31,1.1,0.03,2.72,19,-1,3
CAD=,2006-09-26,1.11,Bottom,1,2006-09-25,2006-09-19,1.13,-0.02,-1.77,7,-0.67,0.66
CAD=,2006-10-16,1.14,Top,1,2006-10-11,2006-09-26,1.11,0.03,2.7,20,-1.51,1
CAD=,2006-10-31,1.12,Bottom,1,2006-10-30,2006-10-16,1.14,-0.02,-1.76,15,-0.67,1
CAD=,2006-11-17,1.15,Top,1,2006-11-13,2006-10-31,1.12,0.03,2.67,17,-1.51,1
CAD=,2006-11-24,1.13,Bottom,1,2006-11-24,2006-11-17,1.15,-0.02,-1.74,7,-0.67,1
CAD=,2006-12-18,1.16,Top,1,2006-12-13,2006-11-24,1.13,0.03,2.65,24,-1.5,1
CAD=,2006-12-19,1.15,Bottom,1,2006-12-18,2006-12-18,1.16,-0.01,-0.87,1,-0.34,0.5
CAD=,2007-01-08,1.18,Top,1,2007-01-08,2006-12-19,1.15,0.03,2.6,20,-3,1
CAD=,2007-01-12,1.17,Bottom,1,2007-01-12,2007-01-08,1.18,-0.01,-0.85,4,-0.34,1
CAD=,2007-02-02,1.19,Top,1,2007-01-29,2007-01-12,1.17,0.02,1.7,21,-2,0.66
CAD=,2007-02-19,1.16,Bottom,1,2007-02-19,2007-02-02,1.19,-0.03,-2.53,17,-1.5,3
CAD=,2007-03-05,1.18,Top,1,2007-03-05,2007-02-19,1.16,0.02,1.72,14,-0.67,1
CAD=,2007-03-09,1.17,Bottom,1,2007-03-09,2007-03-05,1.18,-0.01,-0.85,4,-0.5,0.33
CAD=,2007-03-14,1.18,Top,1,2007-03-12,2007-03-09,1.17,0.01,0.85,5,-1,0.5
CAD=,2007-06-04,1.06,Bottom,1,2007-06-04,2007-03-14,1.18,-0.12,-10.17,82,-12,11.99
CAD=,2007-06-21,1.08,Top,1,2007-06-18,2007-06-04,1.06,0.02,1.88,17,-0.17,2
CAD=,2007-07-06,1.05,Bottom,1,2007-07-06,2007-06-21,1.08,-0.03,-2.78,15,-1.5,0.25
CAD=,2007-07-11,1.06,Top,1,2007-07-09,2007-07-06,1.05,0.01,0.95,5,-0.34,0.5
CAD=,2007-07-16,1.04,Bottom,1,2007-07-16,2007-07-11,1.06,-0.02,-1.89,5,-2,0.66
CAD=,2007-07-30,1.07,Top,1,2007-07-30,2007-07-16,1.04,0.03,2.88,14,-1.5,3
CAD=,2007-08-06,1.05,Bottom,1,2007-08-06,2007-07-30,1.07,-0.02,-1.87,7,-0.67,1
CAD=,2007-08-15,1.08,Top,1,2007-08-13,2007-08-06,1.05,0.03,2.85,9,-1.5,1
CAD=,2007-08-24,1.05,Bottom,1,2007-08-24,2007-08-15,1.08,-0.03,-2.78,9,-1,1.5
CAD=,2007-09-07,1.06,Top,1,2007-09-03,2007-08-24,1.05,0.01,0.95,14,-0.34,0.33
CAD=,2007-11-06,0.92,Bottom,1,2007-11-05,2007-09-07,1.06,-0.14,-13.21,60,-14,4.66
CAD=,2007-12-13,1.02,Top,1,2007-12-10,2007-11-06,0.92,0.1,10.86,37,-0.72,9.99
CAD=,2007-12-26,0.98,Bottom,1,2007-12-24,2007-12-13,1.02,-0.04,-3.93,13,-0.41,0.28
CAD=,2008-01-17,1.03,Top,1,2008-01-14,2007-12-26,0.98,0.05,5.1,22,-1.25,0.5
CAD=,2008-01-30,0.99,Bottom,1,2008-01-28,2008-01-17,1.03,-0.04,-3.89,13,-0.8,1
CAD=,2008-02-19,1.02,Top,1,2008-02-18,2008-01-30,0.99,0.03,3.03,20,-0.75,0.6
CAD=,2008-02-28,0.97,Bottom,1,2008-02-25,2008-02-19,1.02,-0.05,-4.91,9,-1.67,1.25
CAD=,2008-03-10,1,Top,1,2008-03-04,2008-02-28,0.97,0.03,3.09,11,-0.6,1
CAD=,2008-03-11,0.99,Bottom,1,2008-03-10,2008-03-10,1,-0.01,-1.01,1,-0.34,0.2
CAD=,2008-03-31,1.03,Top,1,2008-03-24,2008-03-11,0.99,0.04,4.04,20,-4,1.33
CAD=,2008-04-03,1,Bottom,1,2008-04-03,2008-03-31,1.03,-0.03,-2.92,3,-0.75,3
CAD=,2008-04-09,1.02,Top,1,2008-04-07,2008-04-03,1,0.02,2,6,-0.67,0.5
CAD=,2008-04-16,1,Bottom,1,2008-04-14,2008-04-09,1.02,-0.02,-1.97,7,-1,0.66
CAD=,2008-04-23,1.02,Top,1,2008-04-21,2008-04-16,1,0.02,2,7,-1,1
CAD=,2008-05-21,0.98,Bottom,1,2008-05-19,2008-04-23,1.02,-0.04,-3.93,28,-2,2
CAD=,2008-06-13,1.03,Top,1,2008-06-09,2008-05-21,0.98,0.05,5.1,23,-1.25,2.5
CAD=,2008-06-23,1.01,Bottom,1,2008-06-23,2008-06-13,1.03,-0.02,-1.95,10,-0.4,0.5
CAD=,2008-07-07,1.02,Top,1,2008-07-07,2008-06-23,1.01,0.01,0.99,14,-0.5,0.2
CAD=,2008-07-15,1,Bottom,1,2008-07-14,2008-07-07,1.02,-0.02,-1.97,8,-2,1
CAD=,2008-08-11,1.07,Top,1,2008-08-11,2008-07-15,1,0.07,7,27,-3.5,7
