ts_id,date,value,info,pass,bardate,open_date,open,diff,relrtrn,d_days,RatioToPrev,RatioToPPrev
CAD=,2000-01-27,1.43,Bottom,1,1999-10-18,1999-10-18,1.61,-0.18,-11.19,101,,
CAD=,2002-02-26,1.61,Top,1,2002-02-26,2000-01-27,1.43,0.18,12.58,761,,
CAD=,2007-11-06,0.92,Bottom,1,2007-02-02,2002-02-26,1.61,-0.69,-42.86,2079,,
CAD=,2009-03-09,1.3,Top,1,2009-01-06,2007-11-06,0.92,0.38,41.3,489,-0.56,2.11
CAD=,2011-07-26,0.94,Bottom,1,2011-07-26,2009-03-09,1.3,-0.36,-27.7,869,-0.95,0.52
